en-CA,fr-CA
Lrg Chai Cardamom Tea Latte (2% Milk),M Moka ***
Lrg Chai Cardamom Tea Latte (Almond Milk),M Moka menthe ***
Lrg Chai Glow Tea,M Smo bleuet
Lrg Chocolate Hazelnut Iced Latte (2% Milk),M Smo mangue
Lrg Chocolate Hazelnut Latte (2% Milk),M Smooth bleuet ML
Lrg Chocolate Triple Thick Milkshake,M Smooth mangue ML
Lrg Cloud Iced Coffee,M Thé Earl Grey
Lrg Cloud Iced Coffee with Sugar-Free Syrup,M Thé pekoe
Lrg Coca-Cola,M Thé vert
Lrg Coffee,Macpoulet
Lrg Coffee Frappé,MacPoulet
Lrg Coffee Frappé w/ Whipped Cream & Choc Drizzle,MacPoulet épicé avec habanero
Lrg Coffee Refill,MacPoulet et Côte
Lrg Coke Zero,Make it a Meal
Lrg Creamy Strawberry Coke,Margarine
Lrg Decaf Coffee,Margarine avec couteau
Lrg Decaf Coffee Refill,Masques
Lrg Diet Coke,McCafe
Lrg Earl Grey Tea,McCafé Latte
Lrg French Vanilla Cloud Iced Coffee,McCôte
Lrg French Vanilla Latte  (2% Milk),McCrêpes
Lrg French Vanilla Latte (Almond milk),McCrêpes  avec œuf et fromage
Lrg French Vanilla Latte (Almond Milk),McCrêpes avec œuf et fromage
Lrg Fries,McCrêpes avec œuf et fromage
Lrg Fruitopia Orange,McCrêpes Suprême
Lrg Fruitopia Strawberry,McCroquettes
Lrg Fuze Iced Tea,McCroustillant
Lrg Green Tea,McCroustillant avec sauce orig
Lrg Hot Chocolate (2% Milk),McCroustillant avec sauce originale Frank's RedHot
Lrg Hot Chocolate (Almond Milk),McCroustillant de luxe avec ba
Lrg Iced Coffee,McCroustillant de luxe avec bacon
Lrg Iced Coffee with sugar free syrup,McCroustillant de luxe avec bacon épicé
Lrg Iced Latte (2% Milk),McCroustillant de luxe bac sce
Lrg Iced Latte (Almond Milk),McCroustillant de luxe bac sce orig Frank's RedHot
Lrg Iced Matcha Tea Latte (2% Milk),McCroustillant épicé
Lrg Iced Matcha Tea Latte (Almond Milk),McCroustillant épicé
Lrg Iced Mocha (2% Milk),McCroustillant épicé de luxe avec bacon
Lrg Iced Mocha (Almond Milk),McCroustillant épicé dlx baco
Lrg Latte  (2% Milk),McDo BLT
Lrg Latte (Almond milk),McDouble
Lrg Latte (Almond Milk),McÉpicé
Lrg Latte with sugar free syrup (2% Milk),McFlurry
Lrg Latte with sugar free syrup (Almond Milk),McFlurry au Cadbury Creme Egg
Lrg Lemongrass Green Tea,"McFlurry au Cadbury Creme Egg, format classique"
Lrg London Fog Tea Latte (2% Milk),"McFlurry au Cadbury Creme Egg, format collation"
Lrg London Fog Tea Latte (Almond Milk),McFlurry doré
Lrg Mango Pineapple Real Fruit Smoothie,"McFlurry doré, format classique"
Lrg Mango Pineapple Refresher,"McFlurry doré, format collation"
Lrg Matcha Tea Latte (2% Milk),McFlurry Gâteau au fromage et fraises
Lrg Matcha Tea Latte (Almond Milk),McFlurry Oreo
Lrg McCafé Mocha (2% Milk),McFlurry Skor
Lrg Mocha (2% Milk),McFlurry Smarties
Lrg Oat Iced Coffee,McMuffin avec œuf et fromage
Lrg Orange Dream,McMuffin BLT avec oeuf
Lrg Orange Juice,"McMuffin et P café X,XX$"
Lrg Orange Pekoe Tea,McMuffin et petit café
Lrg Peppermint Tea,McMuffin Saja épicé
Lrg Premium Roast Coffee,McMuffin sandwich
Lrg Premium Roast Decaf Coffee,McMuffin Suprême
Lrg Roaring Black Tea,McPops
Lrg Salted Caramel Cloud Iced Coffee,McPops aux baies
Lrg Salted Caramel Coffee Frappé,McPops Biscoff
Lrg Salted Caramel Iced Coffee,McVégé
Lrg Salted Caramel Latte (2% Milk),McVégé avec Frank’s RedHot
Lrg Salted Caramel Latte (Almond Milk),McVégé avec sauce originale Frank’s RedHot
Lrg Senior Orange Pekoe Tea,McVégé de luxe
Lrg Senior Peppermint Tea,McVégé épicé
Lrg Senior's Coffee,McVégé épicé de luxe
Lrg Sprite,McVégé et wraps
Lrg Sprite Berry Bliss,McVeggie
Lrg Strawberry Banana Smoothie,McWrap bacon et poulet grillé
Lrg Strawberry Triple Thick Milkshake,McWrap bacon poulet grillé
Lrg Strawberry Watermelon Refresher,McWrap cajun et poulet grillé
Lrg Sweetened Cold Brew with Oat Beverage,McWrap cajun poulet grillé
Lrg Vanilla Chai Frappé,McWrap césar et poulet grillé
Lrg Vanilla Iced Coffee,McWrap césar poulet grillé
Lrg Vanilla Triple Thick Milkshake,McWrap Chili doux
LTO Sauce 1,McWrap Chili doux
LTO Sauce 2,McWrap Chili doux avec poulet croustillant
Lunch & Dinner Menu,McWrap Chili doux avec poulet grillé
Lunch Side,McWrap chipotle crémeuse
M  Hot Choc ***,McWrap Lime vivifiante
M Apple Juice,McWrap poulet croustillant et sauce chipotle crémeuse
M Cap ***,McWrap Poulet et bacon
M Cap Syrup ***,McWrap Poulet et bacon avec poulet croustillant
M Cappuccino ***,McWrap Poulet et bacon avec poulet grillé
M Cappuccino Syrup ***,McWrap poulet grillé et sauce chipotle crémeuse
M Caramel Choc Latte ***,McWrap sauce Ranch à l’avocat
M Caramel Choc Mocha ***,McWrap sauce Ranch à l’avocat crémeuse
M Caramel Latte ***,McWrap sauce Ranch à l’avocat crémeuse avec poulet croustill
M Chai Latte ***,McWrap sauce ranch cajun
M Choc Chip Lat ***,McWrap sauce ranch cajun
M Hot Choc  ***,McWrap Signature bacon et poulet grillé
M Hot Choc ***,McWrap Signature cajun et poulet grillé
M Hot Choc Mint ***,McWrap Signature césar et poulet grillé
M Hot Chocolate ***,Medium Cup
M Hot Water,Medium Moka (lait 2%)
M Hot Wht Choc ***,Mélange aux légumes
M Ice Latte ***,Mélange Burritos
M Iced Matcha Latte ***,Mélange de fruits
M Lat Caramel ***,Menthe poivrée
M Lat Chc Chp ***,Menthe poivrée aînés
M Lat Cml Choc ***,Menu de nuit
M Lat M. Caramel ***,Menu du déjeuner
M Lat M. Caramel***,Menu du dîner/souper
M Lat M. Crml ***,Menu McValeur
M Lat Pump ***,Miel
M Lat Pumpkin Crml ***,Mini
M Lat SF ***,Mini Potato Hash Browns
M Lat Syrup ***,Mini-cornet à la vanille
M Latte ***,MiW Hasbro
M Latte Cml Choc ***,MiW Softserve
M Latte Pumpkin ***,Moitié boisson à l'avoine
M Latte Syrup ***,Moitié sirop
M Lndn Fog Latte ***,Moka
M Matcha Latte ***,Moka  (lait 2%)
M Matcha Tea Latte ***,Moka (lait 2%)
M Mint Latte ***,Moka (lait aux amandes)
M Mint Latte L ***,Moka glacé
M Mint Latte R ***,"Moka, format moyen (lait aux amandes)"
M Mint Latte R***,"Moka, grand format (lait aux amandes)"
M Mocha ***,"Moka, petit format (lait aux amandes)"
M Mocha Cml Choc ***,Monterey Jack
M Mocha Mint ***,Morc de chocolat
M Mocha White Choc ***,Morceaux de gâteau au fromage
M Orange Juice,Morceaux Nanaimo
M Slt Caramel Latte ***,Morceaux Reese's
M Sltd Crml Latte***,Morceaux Smarties
M Sugar Free Latte ***,Mousse
M Van Latte ***,Mousse froide
M Water,Moutarde
Make it a  Meal,Moutarde à l’érable
Make it a meal,Moutarde de dijon crémeuse
Make it a Meal,Moyen
Make It a Meal,Moyen americano
Mango Pineapple Flavoured Syrup,Moyen café
Mango Pineapple Real Fruit Smoothie,Moyen Café frappé
Mango Pineapple Refresher,Moyen café glacé
Mango Pineapple Smoothie,Moyen café glacé à la vanille
Mango Smoothie,Moyen café glacé au caramel salé
Map Mug,Moyen café glacé avec boisson à l'avoine
Maple & Cheddar Chkn ***,Moyen café glacé avec sirop sans sucre
Maple & Cheddar Chkn EVM ***,Moyen Café glacé avec sirop sans sucre
Maple Leaf Cup,Moyen café infusé
Maple Leaf Tumblr,Moyen café infusé à froid sucré/avoine
Maple Mustard Sauce,Moyen café infusé aînés
Maple Syrup,Moyen café infusé décaféiné
Margarine,Moyen café infusé décaféiné aînés
Margarine with knife,Moyen café infusé décaféiné Remplir nouveau
Mask,Moyen café infusé Remplir nouveau
Matcha Tea Latte (2% Milk),Moyen cappuccino (lait 2%)
Matcha Tea Latte (Almond Milk),Moyen cappuccino (lait d'amande)
Mayo Chicken Snack Wrap with Grilled Chicken,Moyen Chai frappé à la vanille
Mayo Grilled Snack Wrap,Moyen Chocolat chaud  (lait 2%)
Mayo Snack Wrap with Grilled Chicken,Moyen Coca-Cola
Mayo-Style Sauce,Moyen Coca-Cola Zero
Mayo-Style Sauce Packet,Moyen Coke
MCafe Upchrg,Moyen Coke Diète
McCafé Chocolate Syrup,Moyen frites
McCafé Coupon,Moyen Frites
McCafé Especialty,Moyen Fruitopia fraises
McCafé Hot Beverage,Moyen Fruitopia orange
McCafé Hot Espresso,Moyen jus d'orange
McCafé Hot Speciality,Moyen jus de pomme
McCafé Latte,Moyen lait ultra-frappé à la fraise
McCafé Mocha (2% Milk),Moyen lait ultra-frappé à la vanille
McCafe Mug,Moyen lait ultra-frappé au chocolat
McCafe Upcharge,Moyen latte (lait 2%)
McChicken,Moyen latte (lait d'amande)
McChicken & Side Deal,Moyen latte à la vanille française (lait 2%)
McChicken Extra Value Meal,Moyen Latte à la vanille française (lait 2%)
McCrispy,Moyen Latte à la vanille française (lait d'amande)
McCrispy Extra Value Meal,Moyen latte à thé London fog (lait sans lactose)
McDouble,Moyen latte au caramel salé (lait 2%)
McDouble (DLM),Moyen latte au thé matcha (lait 2%)
McDouble (like Mac),Moyen latte avec sirop sans sucre (lait 2%)
McDouble McValue Meal,Moyen latte avec sirop sans sucre (lait aux amandes)
McDouble Meal Deal,Moyen latte avec sirop sans sucre (lait d'amande)
McFlavour Bacon & Cheese Fries,Moyen latte caramel (lait 2%)
McFlurry,Moyen latte caramel (lait d'amande)
McFlurry Toppings,Moyen latte glacé (lait 2%)
McGriddle,Moyen Latte glacé (lait amande)
McGriddles,Moyen latte glacé au matcha (lait 2%)
McGriddles Sandwiches,Moyen latte glacé matcha (lait amande)
McHappy Day Support,Moyen menthe poivrée
McHappy Day Support,Moyen Moka (lait 2%)
McMuffin & S Coffee offer,Moyen moka glacé
McMuffin & S Coffee Offer,Moyen Racinette Barq's
McMuffin Sandwich,Moyen smoothie fraises-banane
McMuffin Sandwiches,Moyen smoothie grenade-bleuets
McNugget Sauces,Moyen smoothie mangue-ananas
McNuggets,Moyen Sprite
McPops,Moyen thé à la menthe poivrée
McRib,Moyen thé à la menthe poivrée aînés
McSpicy,Moyen thé bergamia gris
McValue Meals,Moyen thé chai éclat
McValue Menu,Moyen thé Earl Grey
McVeggie,Moyen thé earl grey aînés
McVeggie & Wraps,Moyen Thé glacé Fuze
McVeggie Deluxe,Moyen thé menthe poivrée aînés
McVeggie Deluxe Extra Value Meal,Moyen thé orange pekoe
McVeggie Extra Value Meal,Moyen thé Orange Pekoe
McWrap,Moyen thé orange pekoe aînés
McWrap Bacon ***,Moyen thé rugissement noir
McWrap Chili ***,Moyen thé vert
McWrp Bacon ***,Moyen thé vert à la citronnelle
McWrp Chili ***,Moyen thé vert aînés
McWRP SRSLY BACON***,MoyenChocolat chaud  (lait 2%)
Meal Deal,Muesli
Meal with a side,Muffin anglais
Meat Patty,Muffin anglais avec beurre
Med Americano,Muffin aux pépites de chocolat
Med Americano Coffee,Muffin aux pépites de chocolat
Med Apple Juice,Muffin bleuets
Med Barq's Root Beer,Muffin Brownie au Chocolat
Med Bergamia Grey Tea,Muffin canneberges et orange
Med Blackberry Passionfruit Refresher,Muffin carottes
Med Blueberry Pomegranate Real Fruit Smoothie,Muffin fruits et fibres
Med Blueberry Pomegranate Smoothie,Muffins
Med Cappuccino (2% Milk),Muffins cuits au four
Med Cappuccino (Almond Milk),Nature
Med Caramel Latte (Almond milk),NB Softserve
Med Caramel Latte (Almond Milk),Noir
Med Chai Cardamom Tea Latte (2% Milk),Noix de coco caramélisée
Med Chai Cardamom Tea Latte (Almond Milk),Nouvelles boissons McCafé
Med Chai Glow Tea,Oe bac crêp rôt bla
Med Chocolate Hazelnut Iced Latte (2% Milk),Oe bac crêp rôt blé
Med Chocolate Hazelnut Latte (2% Milk),Oeuf frit
Med Chocolate Triple Thick Milkshake,Œuf frit
Med Cloud Iced Coffee,Oeuf McMuf PHB
Med Cloud Iced Coffee with Sugar-Free Syrup,Oeuf McMuffin
Med Coca-Cola,Œuf McMuffin
Med Coffee,Oeuf McMuffin avec bacon et Patates hachées brunes duo
Med Coffee Frappé,Oeuf McMuffin avec saucisse et Patates hachées brunes duo
Med Coffee Frappé w/ Whipped Cream & Choc Drizzle,Oeuf McMuffin BLT
Med Coffee Refill,Oeuf McMuffin et Patates hachées brunes duo
Med Coke Zero,Oeuf McMuffin et PHB
Med Creamy Strawberry Coke,Oeuf McMuffin et phb duo
Med Decaf Coffee,Oeuf McMuffin sauc et phb duo
Med Decaf Coffee Refill,Œuf rond
Med Diet Coke,Offre 1 trio
Med Earl Grey Tea,Offre 2 trios
Med French Vanilla Cloud Iced Coffee,Offre de 2 sandwichs Oeuf McMu
Med French Vanilla Latte (2% Milk),Offre de 2 sandwichs Oeuf McMuffin
Med French Vanilla Latte (Almond milk),Offre de 3 H-Fromage ou hambur
Med French Vanilla Latte (Almond Milk),Offre de 3 H-Fromage ou hamburgers
Med Fries,Oign grillé lamelle
Med Fruitopia Orange,Oignons
Med Fruitopia Strawberry,Oignons caramélisés
Med Fuze Iced Tea,Oignons croustillants
Med Green Tea,Oignons verts
Med Hot Chocolate (2% Milk),OMRM Livre de Coupons
Med Hot Chocolate (Almond Milk),Optez pour un trio
Med Iced Coffee,Optez pour un Trio
Med Iced Coffee with sugar free syrup,Optez pour unTrio
Med Iced Latte (2% Milk),Ordinaire
Med Iced Latte (Almond Milk),Oreo
Med Iced Matcha Tea Latte (2% Milk),P Café décaf infusé
Med Iced Matcha Tea Latte (Almond Milk),P Café frappé + crème fouettée + coulis au choc.
Med Iced Mocha (2% Milk),P Capp sirop ***
Med Iced Mocha (almond milk),P Cappuccino ***
Med Latte (2% Milk),P Cappuccino Sirop ***
Med Latte (Almond milk),P Cappuccino Sirop R ***
Med Latte (Almond Milk),P Chai frappé van. + cr. fouettée + coulis au choc.
Med Latte with sugar free syrup (2% Milk),P Choc ch ment ***
Med Latte with sugar free syrup (Almond Milk),P chocolat chaud ***
Med Lemongrass Green Tea,P Coke
Med London Fog Tea Latte (2% Milk),P Déca infusé
Med London Fog Tea Latte (Almond Milk),P Eau chaude
Med Mango Pineapple Real Fruit Smoothie,P Eau froide
Med Mango Pineapple Refresher,P Frites
Med Mango Smoothie,P Jus d'orange
Med Matcha Tea Latte (2% Milk),P Jus de pomme
Med Matcha Tea Latte (Almond Milk),P Lat cml salé ***
Med McCafé Mocha (2% Milk),P Lat M. Car ***
Med Mocha (2% Milk),P Lat M. Crml ***
Med Mocha (Almond Milk),P Lat pép choc ***
Med Mocha(2% Milk),P Latte
Med Oat Iced Coffee,P Latte ***
Med Orange Dream,P Latte au caramel ***
Med Orange Juice,P Latte au chocolat et à la noisette (lait 2 %)
Med Orange Pekoe Tea,P Latte glacé ***
Med Peppermint Tea,P Latte glacé au chocolat et à la noisette (lait 2 %)
Med Premium Roast Coffee,P Latte glacé R ***
Med Premium Roast Decaf Coffee,P Latte M. Caramel ***
Med Roaring Black Tea,P Latte menthe ***
Med Salted Caramel Cloud Iced Coffee,P Latte pép choc ***
Med Salted Caramel Coffee Frappé,P Latte sirop ***
Med Salted Caramel Iced Coffee,P Latte Sirop ***
Med Salted Caramel Latte (2% Milk),P Latte SS
Med Salted Caramel Latte (Almond Milk),P Latte ss ***
Med Senior Orange Pekoe Tea,P LF à la fraise ML
Med Senior Peppermint Tea,P LF à la vanille ML
Med Sprite,P LF au chocolat ML
Med Sprite Berry Bliss,P LF chocolat
Med Strawberry Banana Smoothie,P LF fraise
Med Strawberry Triple Thick Milkshake,P LF vanille
Med Strawberry Watermelon Refresher,P Moka ***
Med Sweetened Cold Brew with Oat Beverage,P Moka glacé ***
Med Vanilla Chai Frappé,P Moka menthe ***
Med Vanilla Iced Coffee,P Mokaccino
Med Vanilla Triple Thick Milkshake,P Thé Earl Grey
Mediterranean Feta Sauce,P Thé pekoe
Medium,P Thé vert
Medium Cappuccino (Almond Milk),P’tits beignes
Medium Chocolate Shake,Paille
Medium Clear Cup,Paille flexible
Medium Coffee,Pailles
Medium Coke,Pains-crêpes
Medium Cup,Panier café moulu
Medium Cup FS,Paquet de cartes K-Pop
Medium Decaf Coffee,Parmesan râpé
Medium Earl Grey,Pas de sac
Medium French Fries,Pas maintenant
Medium French Vanilla Latte (2% milk),Pat hach brunes
Medium Fries,Patates hach brunes
medium fry,Patates hachées brunes
Medium Green Tea,Patates hachées brunes et café
Medium Orange Pekoe Tea,Pâté de boeuf
Medium Peppermint Tea,Pâté de bœuf
Medium Senior's Coffee,Pâté de saucisse
Medium Senior's Decaf Coffee,Pâté poulet gril
Medium Senior's Earl Grey Tea,Pâté Végé
Medium Senior's Green Tea,Pâtisseries
Medium Senior's Orange Pekoe Tea,Pâtisseries et desserts
Medium Senior's Peppermint Tea,Perles à saveur de fraise
Medium Soft Drinks,Petit
Medium Strawberry Shake,Petit americano
Medium Vanilla Shake,Petit café frappé
MediumSoft Drinks,Petit Café frappé
Melon Trio,Petit café glacé
Mgrn Bgl w/ Sprd VM ***,Petit café glacé à la vanille
Mgrn Bgl w/Sprd VM ***,Petit café glacé au caramel salé
Mighty McGriddles,Petit café glacé avec boisson à l'avoine
Mighty McGriddles Extra Value Meal,Petit café glacé avec sirop sans sucre
Mighty McMuffin,Petit Café glacé avec sirop sans sucre
Mighty McMuffin Extra Value Meal,Petit café infusé
Milk,Petit Café infusé
Milk 250mL,Petit café infusé à froid sucré/avoine
Milk Bottle,Petit café infusé aînés
Milk Deposit,Petit café infusé décaféiné
Milk Packet,Petit café infusé décaféiné aînés
Milk Type,Petit café infusé décaféiné Remplir nouveau
Milkshakes,Petit café infusé Remplir nouveau
Mini,Petit cappuccino (lait 2%)
Mini Baguette Bun,Petit Cappuccino (lait d'amande)
Mini Fries,Petit Chai frappé à la vanille
Mini Potato Hash Browns,Petit chocolat chaud
MiW Hasbro,Petit Chocolat chaud (lait 2%)
MiW Softserve,Petit Coca-Cola
Mixed Greens,Petit Coca-Cola Zero
Mocha,Petit Coke
Mocha (2% Milk),Petit Coke Diète
Mocha (Almond Milk),Petit Fries
Monterey Jack Jalapeno,Petit Frites
Moose Mug,Petit Fruitopia fraises
Moose Stainless Cup,Petit Fruitopia orange
More Burgers,Petit glacée moka
More Chicken,Petit glacée moka (lait d'amande)
More Snacks,Petit jus d'orange
More Snacks & Sides,Petit jus de pomme
Mozzarella Cheese,Petit lait ultra-frappé à la fraise
Muffin & Coffee Pairing,Petit lait ultra-frappé à la vanille
Mustard,Petit lait ultra-frappé au chocolat
Nanaimo Crumbs,Petit latte (lait 2%)
Napkins,Petit latte (lait d'amande)
Natural Cheddar,Petit latte à la crème brûlée (lait 2%)
NB Softserve,Petit latte à la vanille française (lait 2%)
NESTEA Iced Tea,Petit Latte à la vanille française (lait 2%)
New McCafé Cold Drinks,Petit Latte à la vanille française (lait d'amande)
No Accessories,Petit latte à thé chai cardamome (lait 2%)
No Aioli Sauce,Petit latte à thé chai cardamome (lait écrémé)
No bag,Petit latte à thé London fog (lait 2%)
No Bag,Petit latte au caramel (lait 2%)
No Cold Lid,Petit latte au caramel salé (lait 2%)
No Ice,Petit latte au thé matcha (lait 2%)
No Jam,Petit latte avec sirop sans sucre (lait 2%)
No Ketchup Packets,Petit latte avec sirop sans sucre (lait aux amandes)
No Meat,Petit latte avec sirop sans sucre (lait d'amande)
No Salad Dressing,Petit latte caramel (lait d'amande)
No Sauce,Petit latte citrouille (lait 2%)
No Straw,Petit latte glacé (lait 2%)
No Tartar Dip,Petit Latte glacé (lait amande)
No Toy,Petit latte glacé au matcha (lait 2%)
No Utensils,Petit latte glacé matcha (lait amande)
No Whipped Cream,Petit menthe poivrée
Not This Time,Petit Moka (lait 2%)
Nugget Sauce,Petit Moka glacé
Oat Beverage,Petit pain
Oat Iced Coffee,Petit pain aux graines de sésa
On The Side,Petit pain aux graines de sésame blanches et noires
Onion Crisps,Petit pain aux graines de sésame et de pavot
Onions,Petit pain aux graines de sésame scarifié
OR - Food,Petit pain aux pommes de terre
OR - Fundraising,Petit pain campagnard
OR - Grease,Petit pain graines de sésame
OR - McHappy Day,Petit Racinette Barq's
OR - Miscellaneous,Petit smoothie fraises-banane
OR - Orange,Petit smoothie grenade-bleuets
OR - Paper,Petit smoothie mangue-ananas
OR - Pay for Play,Petit Sprite
OR - Remit Credit Sales,Petit thé à la menthe poivrée
OR - US Exchange,Petit thé à la menthe poivrée aînés
OR - Vending (ONT),Petit thé bergamia gris
OR - Vending (QC),Petit thé chai éclat
OR - Vending MDSE,Petit thé Earl Grey
Orange Cream Syrup,Petit thé earl grey aînés
Orange Dream,Petit Thé glacé Fuze
Orange Juice,Petit thé menthe poivrée aînés
Orange Pekoe Tea,Petit thé orange pekoe
Orange Vitamin Water,Petit thé Orange Pekoe
Order Complete,Petit thé orange pekoe aînés
Oreo McFlurry,Petit thé rugissement noir
Oreo Pieces,Petit thé vert
Original Hummus,Petit thé vert à la citronnelle
Ornaments Holiday Mug,Petit thé vert aînés
Ornaments Mug,Petites salades/Wraps
Other Cold Drinks,Pichet de lait d'amande
Other Condiments,Placeholder
Other Drinks,Placeholder 1
Other Hot Drinks,Placeholder 2
Other Receipts,Placeholder 3
Overnight Menu,Placeholder 4
Own Cup,Placeholder 5
Own Cup Bergamia Grey Tea,Placeholder 6
Own Cup Decaf Coffee,Placeholder 7
Own Cup Earl Grey Tea,Placeholder 8
Own Cup Green Tea,Placeholder 9
Own Cup New Orange Pekoe Tea,Plateu boisson
Own Cup Orange Pekoe Tea,Poisson
Own Cup Peppermint Tea,Poitrine de poulet croustillan
Own Cup Premium Roast Brewed Coffee,Poitrine de poulet croustillant
Own Cup Senior Earl Grey Tea,Poitrine de poulet grillé
Own Cup Senior Green Tea,Poitrine poul/croust.
Own Cup Senior Orange Pekoe Tea,Poitrine poulet croust
Own Cup Senior Peppermint Tea,Poitrine poulet grillé
Pad Thai Salad,Poivre
Pairing with Soup,Poivrons rouges
Parmesan Cheese,Pomme
Party Charge,Pommes
Peach Mango Syrup,Port poul gr
Peanut Butter,Porte-clés
Peanut butter with knife,Portez pour un Trio
Pepper Packet,Portion de poulet
Peppermint Tea,Portion de poulet à Poulet Big
Pick Your Own 2 McPops,Portion de poulet à Poulet Big Mac
Pick Your Own 6 Baked Muffins,Poul Cantons jardin ***
Pick Your Own 6 McPops,Poulet
Pick Your Own 6 Muffins,Poulet Big Mac
Pickles,Poulet et Filet de poisson
Pie,Poulet et poisson
Pine Branch Mug,Poulet grillé
Pitcher Almond Milk,Poulet grillé avec sauce origi
Placeholder,Poulet grillé avec sauce originale Frank's RedHot
Placeholder 1,Poulet grillé bacon/sauce orig
Placeholder 2,Poulet grillé bacon/sauce originale Frank's RedHot
Placeholder 3,Poulet jr
Placeholder 4,Poulet McCrêpes
Placeholder 5,Poulet McMuffin
Placeholder 6,Poulet Salade
Placeholder 7,Pourboire du livreur
Placeholder 8,Poutine
Placeholder 9,Poutine au Buffalo épicé crous
Plain,Poutine au Buffalo grillé
Plain Bacon 'N Egg Bagel,Poutine au poulet Buffalo épicé croust
Plain Bacon 'N Egg Bagel Extra Value Meal,"Poutine au poulet Buffalo épicé croust, format classique"
Plain Bacon & Guacamole Bagel,"Poutine au poulet Buffalo épicé croust, grand format"
Plain Bacon & Guacamole Bagel Meal,Poutine au poulet Buffalo épicé grillé
Plain Bagel,"Poutine au poulet Buffalo épicé grillé, format classique"
Plain Bagel Happy Meal,"Poutine au poulet Buffalo épicé grillé, grand format"
Plain Bagel Reg CC Prod,Poutine au poulet Buffalo grillé
Plain Bagel w/ Reg CC Product,Poutine déjeuner
Plain Bagel w/ Reg Cream Cheese McValue Meal,"Poutine déjeuner, grand format"
Plain Bagel w/ Regular Cream Cheese Product,"Poutine épicé croust, grand"
Plain Bagel with Regular Cream Cheese product,Poutine et boisson de fontaine
Plain Bagel with Regular Cream Cheese Product,"Poutine et boisson de fontaine, format moyen"
Plain Bagl w/ Spreads,Poutine nacho avec poulet grillé
Plain Bagl w/ Spreads ***,"Poutine nacho avec poulet grillé, format classique"
Plain Bgl w/ Sprd VM ***,"Poutine, grand format"
Plain BLT Bagel,Quart BLT
Plain BLT Bagel Extra Value Meal,Quart de livre
Plain Egg BLT Bagel,Quart de livre avec fromage
Plain Egg BLT Bagel Extra Value Meal,Quart de livre BLT
Plain Sausage 'N Egg Bagel,Quart de livre sans fromage
Plain Sausage 'N Egg Bagel Extra Value Meal,Quart fromage
Plastic Tumbler McCafe,Quart hamburger (sans fromage)
Playplace Socks,Quart livre (sans fromage)
Pln Bgl w/Sprd VM ***,Quarter livre avec fromage
Potato Bun,Racinette Barq's
Poutine,Raisins et canneberges
Poutine and Medium Fountain Dr,Ranch classique
Poutine and Medium Fountain Drink,Réchauffé
Poutine Upcharge,Regular Pour
Premium Decaf Coffee Carafe,Régulière
Premium Roast Brewed Coffee,Remp laitue
Premium Roast Brewed Senior's Coffee,Remp oig rec
Premium Roast Coffee,Remp oig rou
Premium Roast Coffee Carafe,Remplacer boisson à l’avoine
Premium Roast Coffee Carafe (Serves 12),Remplacer par boisson à l’avoine
Premium Roast Decaf Coffee,Remplacer par boisson d'amande
Premium Roast Decaf Coffee Carafe (Serves 12),Remplacer par lait
Premium Roast Senior's Coffee,Remplacer par le petit pain à ordinaire
Premium Roast Senior's Decaf Coffee,Remplacer par pain à ordinaire
Premium Sandwich,Remplacer par sauce chili doux
PST EVM Drink Credit,Remplacer par sauce épicée ave
PST HM Drink Credit,Remplacer par sauce épicée avec habanero
Pumpkin Seeds Packet,Remplacer par sauce Lime coria
Pumpkin Spice Latte (2% Milk),Remplacer par sauce Lime coriandre
Qtr Hamb & Side Deal,Remplacer par sauce mayonnaise
Quarter Pounder,Remplir
Quarter Pounder BLT,Renouvellem
Quarter Pounder BLT Extra Value Meal,Répartis Sur
Quarter Pounder Cheese,Repas Coupe du Monde de la FIF
Quarter Pounder cheese & Side deal,Repas Coupe du Monde de la FIFA
Quarter Pounder Chs & Side deal,Repas Coupe du Monde de la FIFA - Trios
Quarter Pounder Extra Value Meal,Repas Coupe du Monde de la FIFA - Trios McValeur
Quarter Pounder with Cheese,Repas Coupe du Monde FIFA
Quarter Pounder With Cheese,Repas familial
Quarter Pounder with Cheese Extra Value Meal,Repas Joyeux festin
Quarter Pounder without Cheese,Repas quatre
Quarter Pounder without Cheese Extra Value Meal,Retour JF boisson PST
Rainbow Sprinkle Cookie,Retour trio boisson PST
Raisins & Cranberries,Root Beer Syrup
Ramen&ShkrBag,Rôties pain blanc
Ramyeon McShaker Fries,Rôties pain blé entier
Ramyeon Seasoning,Rôties pain brun
Ranch Chicken Snack Wrap,Sac
Ranch Chicken Snack Wrap with Crispy Chicken,Sac McMél +ramen
Ranch Chicken Snack Wrap with Grilled Chicken,Sac McMél et Ramen
Ranch Chicken Snack Wrap® with Crispy Chicken,Sac séparé
Ranch Chicken Snack Wrap® with Grilled Chicken,Sac(s)
Ranch Crispy Snack Wrap,Sac(s)
Ranch Grilled Snack Wrap,Sach à côté
Ranch Sauce,Sach sauce style mayo
Ranch Snack Wrap w/ Crispy Chicken McValue Meal,Sachet à côté
Ranch Snack Wrap w/ Grilled Chicken McValue Meal,Sachet canneberges
Ranch Snack Wrap® w/ Crispy Chicken McValue Meal,Sachet de graines de citrouille
Ranch Snack Wrap® w/ Grilled Chicken McValue Meal,Sachet de sauce de style mayonnaise
Raspberry Pomegranate Syrup,Sachet de Splenda
