en-CA,fr-CA
Lemongrass Green Tea,M Lat pép choc ***
Lettuce,M Latte ***
Lettuce & Tomato Snack Wrap,M Latte à la vanille ss ***
Li’l Donuts,M Latte au caramel  ***
Lightly Toasted,M Latte au chocolat et à la noisette (lait 2 %)
Like a Mac,M Latte glacé ***
Liquid Sugar,M Latte glacé au chocolat et à la noisette (lait 2 %)
Local Coupon,M Latte glacé L ***
London Fog Tea Latte (2% Milk),M Latte M. Caramel ***
London Fog Tea Latte (Almond Milk),M Latte menthe ***
Long Espresso,M Latte pép choc ***
LOVE CANADA TUMBLER,M Latte sirop ***
Love Mug,M Latte Sirop ***
Lrg Americano,M Latte Sirop R ***
Lrg Apple Juice,M Latte ss ***
Lrg Barq's Root Beer,M Latte vanille ss ***
Lrg Bergamia Grey Tea,M LF à la fraise ML
Lrg Blue Raspberry Sprite With Cold Foam,M LF à la vanille ML
Lrg Blueberry Pomegranate Real Fruit Smoothie,M LF au chocolat ML
Lrg Cappuccino (2% Milk),M LF chocolat
Lrg Cappuccino (Almond Milk),M LF fraise
Lrg Caramel Cream Cold Brew,M LF vanille
Lrg Caramel Iced Coffee,M Moka ***
Lrg Caramel Latte (2% Milk),M Moka menthe ***
Lrg Caramel Latte (Almond milk),M Smo bleuet
Lrg Caramel Latte (Almond Milk),M Smo mangue
Lrg Chai Cardamom Tea Latte (2% Milk),M Smooth bleuet ML
Lrg Chai Cardamom Tea Latte (Almond Milk),M Smooth mangue ML
Lrg Chai Glow Tea,M Thé Earl Grey
Lrg Chocolate Hazelnut Iced Latte (2% Milk),M Thé pekoe
Lrg Chocolate Hazelnut Latte (2% Milk),M Thé vert
Lrg Chocolate Triple Thick Milkshake,Macpoulet
Lrg Coca-Cola,MacPoulet
Lrg Coffee,MacPoulet épicé avec habanero
Lrg Coffee Frappé,MacPoulet et Côte
Lrg Coffee Frappé w/ Whipped Cream & Choc Drizzle,Make it a Meal
Lrg Coffee Refill,Margarine
Lrg Coke Zero,Margarine avec couteau
Lrg Cold Brew,Masques
Lrg Cold Brew with Sugar-Free Syrup & Cream,McCafe
Lrg Decaf Coffee,McCafé Latte
Lrg Decaf Coffee Refill,McCôte
Lrg Diet Coke,McCrêpes
Lrg Earl Grey Tea,McCrêpes  avec œuf et fromage
Lrg French Vanilla Cream Cold Brew,McCrêpes avec œuf et fromage
Lrg French Vanilla Latte  (2% Milk),McCrêpes avec œuf et fromage
Lrg French Vanilla Latte (Almond milk),McCrêpes Suprême
Lrg French Vanilla Latte (Almond Milk),McCroquettes
Lrg Fries,McCroustillant
Lrg Fruitopia Orange,McCroustillant avec sauce orig
Lrg Fruitopia Strawberry,McCroustillant avec sauce originale Frank's RedHot
Lrg Fuze Iced Tea,McCroustillant de luxe avec ba
Lrg Green Tea,McCroustillant de luxe avec bacon
Lrg Hot Chocolate (2% Milk),McCroustillant de luxe avec bacon épicé
Lrg Hot Chocolate (Almond Milk),McCroustillant de luxe bac sce
Lrg Iced Coffee,McCroustillant de luxe bac sce orig Frank's RedHot
Lrg Iced Coffee with sugar free syrup,McCroustillant épicé
Lrg Iced Latte (2% Milk),McCroustillant épicé
Lrg Iced Latte (Almond Milk),McCroustillant épicé de luxe avec bacon
Lrg Iced Matcha Tea Latte (2% Milk),McCroustillant épicé dlx baco
Lrg Iced Matcha Tea Latte (Almond Milk),McDo BLT
Lrg Iced Mocha (2% Milk),McDouble
Lrg Iced Mocha (Almond Milk),McÉpicé
Lrg Latte  (2% Milk),McFlurry
Lrg Latte (Almond milk),McFlurry caramel salé
Lrg Latte (Almond Milk),"McFlurry caramel salé, format classique"
Lrg Latte with sugar free syrup (2% Milk),"McFlurry caramel salé, format collation"
Lrg Latte with sugar free syrup (Almond Milk),McFlurry Gâteau au fromage et caramel
Lrg Lemon Fruit Splash,McFlurry Gâteau au fromage et chocolat fondant
Lrg Lemongrass Green Tea,McFlurry Gâteau au fromage et Oreo
Lrg London Fog Tea Latte (2% Milk),McFlurry Oreo
Lrg London Fog Tea Latte (Almond Milk),McFlurry Skor
Lrg Mango Pineapple Real Fruit Smoothie,McFlurry Smarties
Lrg Matcha Tea Latte (2% Milk),McMuffin avec œuf et fromage
Lrg Matcha Tea Latte (Almond Milk),McMuffin BLT avec oeuf
Lrg McCafé Mocha (2% Milk),"McMuffin et P café X,XX$"
Lrg Mocha (2% Milk),McMuffin et petit café
Lrg Nite Sprite,McMuffin Suprême
Lrg Oat Iced Coffee,McPops
Lrg Orange Dreamsicle Sprite With Cold Foam,McPops au chocolat blanc
Lrg Orange Juice,McPops aux baies
Lrg Orange Pekoe Tea,McVégé
Lrg Peppermint Tea,McVégé - repas Bâtons des étoiles de la LNH
Lrg Premium Roast Coffee,McVégé avec Frank’s RedHot
Lrg Premium Roast Decaf Coffee,McVégé avec sauce originale Frank’s RedHot
Lrg Roaring Black Tea,McVégé de luxe
Lrg Senior Orange Pekoe Tea,McVégé épicé
Lrg Senior Peppermint Tea,McVégé épicé - repas Bâtons des étoiles de la LNH
Lrg Senior's Coffee,McVégé épicé de luxe
Lrg Shamrock Shake,McVégé et wraps
Lrg Sprite,McVeggie
Lrg Strawberries & Cream Coke With Cold Foam,McWrap bacon et poulet grillé
Lrg Strawberry Banana Smoothie,McWrap bacon poulet grillé
Lrg Strawberry Triple Thick Milkshake,McWrap cajun et poulet grillé
Lrg Sweetened Cold Brew with Cream,McWrap cajun poulet grillé
Lrg Sweetened Cold Brew with Oat Beverage,McWrap césar et poulet grillé
Lrg Vanilla Chai Frappé,McWrap césar poulet grillé
Lrg Vanilla Iced Coffee,McWrap Chili doux
Lrg Vanilla Triple Thick Milkshake,McWrap Chili doux
Lrg Watermelon Lime Fruit Splash,McWrap Chili doux avec poulet croustillant
LTO Sauce 1,McWrap Chili doux avec poulet grillé
LTO Sauce 2,McWrap chipotle crémeuse
Lunch & Dinner Menu,McWrap Lime vivifiante
M  Hot Choc ***,McWrap poulet croustillant et sauce chipotle crémeuse
M Apple Juice,McWrap Poulet et bacon
M Cap ***,McWrap Poulet et bacon avec poulet croustillant
M Cap Syrup ***,McWrap Poulet et bacon avec poulet grillé
M Cappuccino ***,McWrap poulet grillé et sauce chipotle crémeuse
M Cappuccino Syrup ***,McWrap sauce Ranch à l’avocat
M Caramel Choc Latte ***,McWrap sauce Ranch à l’avocat crémeuse
M Caramel Choc Mocha ***,McWrap sauce Ranch à l’avocat crémeuse avec poulet croustill
M Caramel Latte ***,McWrap sauce ranch cajun
M Chai Latte ***,McWrap sauce ranch cajun
M Choc Chip Lat ***,McWrap Signature bacon et poulet grillé
M Hot Choc  ***,McWrap Signature cajun et poulet grillé
M Hot Choc ***,McWrap Signature césar et poulet grillé
M Hot Choc Mint ***,Medium Cup
M Hot Chocolate ***,Medium Moka (lait 2%)
M Hot Water,Mélange aux légumes
M Hot Wht Choc ***,Mélange Burritos
M Ice Latte ***,Mélange de fruits
M Iced Matcha Latte ***,Menthe poivrée
M Lat Caramel ***,Menthe poivrée aînés
M Lat Chc Chp ***,Menu de nuit
M Lat Cml Choc ***,Menu du déjeuner
M Lat M. Caramel ***,Menu du dîner/souper
M Lat M. Caramel***,Menu Frank's RedHot
M Lat M. Crml ***,Menu McValeur
M Lat Pump ***,Miel
M Lat Pumpkin Crml ***,Mini
M Lat SF ***,Mini Potato Hash Browns
M Lat Syrup ***,Mini-cornet à la vanille
M Latte ***,MiW Hasbro
M Latte Cml Choc ***,MiW Softserve
M Latte Pumpkin ***,Moitié boisson à l'avoine
M Latte Syrup ***,Moitié sirop
M Lndn Fog Latte ***,Moka
M Matcha Latte ***,Moka  (lait 2%)
M Matcha Tea Latte ***,Moka (lait 2%)
M Mint Latte ***,Moka (lait aux amandes)
M Mint Latte L ***,Moka glacé
M Mint Latte R ***,"Moka, format moyen (lait aux amandes)"
M Mint Latte R***,"Moka, grand format (lait aux amandes)"
M Mocha ***,"Moka, petit format (lait aux amandes)"
M Mocha Cml Choc ***,Monterey Jack
M Mocha Mint ***,Morceaux de gâteau au fromage
M Mocha White Choc ***,Morceaux Nanaimo
M Orange Juice,Morceaux Reese's
M Sugar Free Latte ***,Morceaux Smarties
M Van Latte ***,Mousse
M Water,Moutarde
Make it a meal,Moutarde à l’érable
Make it a Meal,Moutarde de dijon crémeuse
Make It a Meal,Moyen
Mango Pineapple Real Fruit Smoothie,Moyen americano
Mango Pineapple Smoothie,Moyen café
Mango Smoothie,Moyen Café frappé
Map Mug,Moyen café glacé
Maple & Cheddar Chkn ***,Moyen café glacé à la vanille
Maple & Cheddar Chkn EVM ***,Moyen café glacé au caramel
Maple Leaf Cup,Moyen café glacé avec boisson à l'avoine
Maple Leaf Tumblr,Moyen café glacé avec sirop sans sucre
Maple Mustard Sauce,Moyen Café glacé avec sirop sans sucre
Maple Syrup,Moyen café infusé
Margarine,Moyen café infusé à froid
Margarine with knife,Moyen café infusé à froid avec sirop sans sucre et crème
Mask,Moyen café infusé à froid caramel et crème
Matcha Tea Latte (2% Milk),Moyen café infusé à froid sucré avec crème
Matcha Tea Latte (Almond Milk),Moyen café infusé à froid sucré/avoine
Mayo Chicken Snack Wrap with Grilled Chicken,Moyen café infusé à froid vanille française et crème
Mayo Grilled Snack Wrap,Moyen café infusé aînés
Mayo Snack Wrap with Grilled Chicken,Moyen café infusé décaféiné
Mayo-Style Sauce,Moyen café infusé décaféiné aînés
Mayo-Style Sauce Packet,Moyen café infusé décaféiné Remplir nouveau
MCafe Upchrg,Moyen café infusé Remplir nouveau
McCafé Chocolate Syrup,Moyen cappuccino (lait 2%)
McCafé Coupon,Moyen cappuccino (lait d'amande)
McCafé Especialty,Moyen Chai frappé à la vanille
McCafé Hot Beverage,Moyen Chocolat chaud  (lait 2%)
McCafé Hot Espresso,Moyen Coca Fraises et Crème avec mousse froide
McCafé Hot Speciality,Moyen Coca-Cola
McCafé Latte,Moyen Coca-Cola Zero
McCafé Mocha (2% Milk),Moyen Coke
McCafe Mug,Moyen Coke Diète
McCafe Upcharge,Moyen frites
McChicken,Moyen Frites
McChicken & Side Deal,Moyen Fruitopia fraises
McChicken Extra Value Meal,Moyen Fruitopia orange
McCrispy,Moyen jus d'orange
McCrispy Extra Value Meal,Moyen jus de pomme
McDouble,Moyen lait ultra-frappé à la fraise
McDouble (DLM),Moyen lait ultra-frappé à la vanille
McDouble (like Mac),Moyen lait ultra-frappé au chocolat
McDouble McValue Meal,Moyen latte (lait 2%)
McDouble Meal Deal,Moyen latte (lait d'amande)
McFlurry,Moyen latte à la vanille française (lait 2%)
McFlurry Toppings,Moyen Latte à la vanille française (lait 2%)
McGriddle,Moyen Latte à la vanille française (lait d'amande)
McGriddles,Moyen latte à thé London fog (lait sans lactose)
McGriddles Sandwiches,Moyen latte au thé matcha (lait 2%)
McMuffin & S Coffee offer,Moyen latte avec sirop sans sucre (lait 2%)
McMuffin & S Coffee Offer,Moyen latte avec sirop sans sucre (lait aux amandes)
McMuffin Sandwich,Moyen latte avec sirop sans sucre (lait d'amande)
McMuffin Sandwiches,Moyen latte caramel (lait 2%)
McNugget Sauces,Moyen latte caramel (lait d'amande)
McNuggets,Moyen latte glacé (lait 2%)
McPops,Moyen Latte glacé (lait amande)
McRib,Moyen latte glacé au matcha (lait 2%)
McSpicy,Moyen latte glacé matcha (lait amande)
McValue Meals,Moyen menthe poivrée
McValue Menu,Moyen Moka (lait 2%)
McVeggie,Moyen moka glacé
McVeggie - NHL Star Sticks Meal,Moyen Racinette Barq's
McVeggie & Wraps,Moyen smoothie fraises-banane
McVeggie Deluxe,Moyen smoothie grenade-bleuets
McVeggie Deluxe Extra Value Meal,Moyen smoothie mangue-ananas
McVeggie Extra Value Meal,Moyen Splash fraîcheur au citron
McWrap,Moyen Splash fraîcheur au melon d’eau et à la lime
McWrap Bacon ***,Moyen Sprite
McWrap Chili ***,Moyen Sprite à la framboise bleue avec mousse froide
McWrp Bacon ***,Moyen Sprite Crème à l'orange avec mousse froide
McWrp Chili ***,Moyen Sprite nocturne
McWRP SRSLY BACON***,Moyen thé à la menthe poivrée
Meal Deal,Moyen thé à la menthe poivrée aînés
Meal with a side,Moyen thé bergamia gris
Meat Patty,Moyen thé chai éclat
Med Americano,Moyen thé Earl Grey
Med Americano Coffee,Moyen thé earl grey aînés
Med Apple Juice,Moyen Thé glacé Fuze
Med Barq's Root Beer,Moyen thé menthe poivrée aînés
Med Bergamia Grey Tea,Moyen thé orange pekoe
Med Blue Raspberry Sprite With Cold Foam,Moyen thé Orange Pekoe
Med Blueberry Pomegranate Real Fruit Smoothie,Moyen thé orange pekoe aînés
Med Blueberry Pomegranate Smoothie,Moyen thé rugissement noir
Med Cappuccino (2% Milk),Moyen thé vert
Med Cappuccino (Almond Milk),Moyen thé vert à la citronnelle
Med Caramel Cream Cold Brew,Moyen thé vert aînés
Med Caramel Iced Coffee,MoyenChocolat chaud  (lait 2%)
Med Caramel Latte (2% Milk),Muesli
Med Caramel Latte (Almond milk),Muffin anglais
Med Caramel Latte (Almond Milk),Muffin anglais avec beurre
Med CaramelLatte (2% Milk),Muffin aux bananes et aux morceaux de chocolat
Med Chai Cardamom Tea Latte (2% Milk),Muffin aux pépites de chocolat
Med Chai Cardamom Tea Latte (Almond Milk),Muffin aux pépites de chocolat
Med Chai Glow Tea,Muffin bananes morceaux choco
Med Chocolate Hazelnut Iced Latte (2% Milk),Muffin bleuets
Med Chocolate Hazelnut Latte (2% Milk),Muffin Brownie au Chocolat
Med Chocolate Triple Thick Milkshake,Muffin canneberges et orange
Med Coca-Cola,Muffin carottes
Med Coffee,Muffin fruits et fibres
Med Coffee Frappé,Muffins
Med Coffee Frappé w/ Whipped Cream & Choc Drizzle,Muffins cuits au four
Med Coffee Refill,Nature
Med Coke Zero,NB Softserve
Med Cold Brew,Noir
Med Cold Brew with Sugar-Free Syrup & Cream,Oe bac crêp rôt bla
Med Decaf Coffee,Oe bac crêp rôt blé
Med Decaf Coffee Refill,Oeuf frit
Med Diet Coke,Œuf frit
Med Earl Grey Tea,Oeuf McMuf PHB
Med French Vanilla Cream Cold Brew,Oeuf McMuffin
Med French Vanilla Latte (2% Milk),Œuf McMuffin
Med French Vanilla Latte (Almond milk),Oeuf McMuffin avec bacon et Patates hachées brunes duo
Med French Vanilla Latte (Almond Milk),Oeuf McMuffin avec saucisse et Patates hachées brunes duo
Med Fries,Oeuf McMuffin BLT
Med Fruitopia Orange,Oeuf McMuffin et Patates hachées brunes duo
Med Fruitopia Strawberry,Oeuf McMuffin et PHB
Med Fuze Iced Tea,Oeuf McMuffin et phb duo
Med Green Tea,Oeuf McMuffin sauc et phb duo
Med Hot Chocolate (2% Milk),Œuf McMuffin sauce à l’ail sty
Med Hot Chocolate (Almond Milk),Œuf McMuffin sauce à l’ail style Frank’s
Med Iced Coffee,Œuf rond
Med Iced Coffee with sugar free syrup,Offre 1 trio
Med Iced Latte (2% Milk),Offre 2 trios
Med Iced Latte (Almond Milk),Offre de 2 sandwichs Oeuf McMu
Med Iced Matcha Tea Latte (2% Milk),Offre de 2 sandwichs Oeuf McMuffin
Med Iced Matcha Tea Latte (Almond Milk),Offre de 3 H-Fromage ou hambur
Med Iced Mocha (2% Milk),Offre de 3 H-Fromage ou hamburgers
Med Iced Mocha (almond milk),Oign grillé lamelle
Med Latte (2% Milk),Oignons
Med Latte (Almond milk),Oignons caramélisés
Med Latte (Almond Milk),Oignons croustillants
Med Latte with sugar free syrup (2% Milk),Oignons verts
Med Latte with sugar free syrup (Almond Milk),OMRM Livre de Coupons
Med Lemon Fruit Splash,Optez pour un trio
Med Lemongrass Green Tea,Optez pour un Trio
Med London Fog Tea Latte (2% Milk),Optez pour unTrio
Med London Fog Tea Latte (Almond Milk),Ordinaire
Med Mango Pineapple Real Fruit Smoothie,Oreo
Med Mango Smoothie,P Café décaf infusé
Med Matcha Tea Latte (2% Milk),P Café frappé + crème fouettée + coulis au choc.
Med Matcha Tea Latte (Almond Milk),P Capp sirop ***
Med McCafé Mocha (2% Milk),P Cappuccino ***
Med Mocha (2% Milk),P Cappuccino Sirop ***
Med Mocha (Almond Milk),P Cappuccino Sirop R ***
Med Mocha(2% Milk),P Chai frappé van. + cr. fouettée + coulis au choc.
Med Nite Sprite,P Choc ch ment ***
Med Oat Iced Coffee,P chocolat chaud ***
Med Orange Dreamsicle Sprite With Cold Foam,P Coke
Med Orange Juice,P Déca infusé
Med Orange Pekoe Tea,P Eau chaude
Med Peppermint Tea,P Eau froide
Med Premium Roast Coffee,P Frites
Med Premium Roast Decaf Coffee,P Jus d'orange
Med Roaring Black Tea,P Jus de pomme
Med Senior Orange Pekoe Tea,P Lat M. Car ***
Med Senior Peppermint Tea,P Lat M. Crml ***
Med Shamrock Shake,P Lat pép choc ***
Med Sprite,P Latte
Med Strawberries & Cream Coke With Cold Foam,P Latte ***
Med Strawberry Banana Smoothie,P Latte au chocolat et à la noisette (lait 2 %)
Med Strawberry Triple Thick Milkshake,P Latte glacé ***
Med Sweetened Cold Brew with Cream,P Latte glacé au chocolat et à la noisette (lait 2 %)
Med Sweetened Cold Brew with Oat Beverage,P Latte glacé R ***
Med Vanilla Chai Frappé,P Latte M. Caramel ***
Med Vanilla Iced Coffee,P Latte menthe ***
Med Vanilla Triple Thick Milkshake,P Latte pép choc ***
Med Watermelon Lime Fruit Splash,P Latte sirop ***
Mediterranean Feta Sauce,P Latte Sirop ***
Medium,P Latte SS
Medium Cappuccino (Almond Milk),P Latte ss ***
Medium Chocolate Shake,P LF à la fraise ML
Medium Clear Cup,P LF à la vanille ML
Medium Coffee,P LF au chocolat ML
Medium Coke,P LF chocolat
Medium Cup,P LF fraise
Medium Cup FS,P LF vanille
Medium Decaf Coffee,P Moka ***
Medium Earl Grey,P Moka glacé ***
Medium French Fries,P Moka menthe ***
Medium French Vanilla Latte (2% milk),P Mokaccino
Medium Fries,P Thé Earl Grey
medium fry,P Thé pekoe
Medium Green Tea,P Thé vert
Medium Orange Pekoe Tea,P’tits beignes
Medium Peppermint Tea,Paille
Medium Senior's Coffee,Paille flexible
Medium Senior's Decaf Coffee,Pailles
Medium Senior's Earl Grey Tea,Pains-crêpes
Medium Senior's Green Tea,Panier café moulu
Medium Senior's Orange Pekoe Tea,Parmesan râpé
Medium Senior's Peppermint Tea,Pas de sac
Medium Soft Drinks,Pas maintenant
Medium Strawberry Shake,Pat hach brunes
Medium Vanilla Shake,Patates hach brunes
MediumSoft Drinks,Patates hachées brunes
Melon Trio,Patates hachées brunes et café
Mgrn Bgl w/ Sprd VM ***,Pâté de boeuf
Mgrn Bgl w/Sprd VM ***,Pâté de bœuf
Mighty McGriddles,Pâté de saucisse
Mighty McGriddles Extra Value Meal,Pâté poulet gril
Mighty McMuffin,Pâté Végé
Mighty McMuffin Extra Value Meal,Pâtisseries
Milk,Pâtisseries et desserts
Milk 250mL,Petit
Milk Bottle,Petit americano
Milk Deposit,Petit café frappé
Milk Packet,Petit Café frappé
Milk Type,Petit café glacé
Milkshakes,Petit café glacé à la vanille
Mini,Petit café glacé au caramel
Mini Baguette Bun,Petit café glacé avec boisson à l'avoine
Mini Fries,Petit café glacé avec sirop sans sucre
Mini Potato Hash Browns,Petit Café glacé avec sirop sans sucre
MiW Hasbro,Petit café infusé
MiW Softserve,Petit Café infusé
Mixed Greens,Petit café infusé à froid
Mocha,Petit café infusé à froid avec sirop sans sucre et crème
Mocha (2% Milk),Petit café infusé à froid caramel et crème
Mocha (Almond Milk),Petit café infusé à froid sucré avec crème
Monterey Jack Jalapeno,Petit café infusé à froid sucré/avoine
Moose Mug,Petit café infusé à froid vanille française et crème
Moose Stainless Cup,Petit café infusé aînés
More Burgers,Petit café infusé décaféiné
More Chicken,Petit café infusé décaféiné aînés
More Snacks,Petit café infusé décaféiné Remplir nouveau
More Snacks & Sides,Petit café infusé Remplir nouveau
Mozzarella Cheese,Petit cappuccino (lait 2%)
Muffin & Coffee Pairing,Petit Cappuccino (lait d'amande)
Mustard,Petit Chai frappé à la vanille
Nacho Cheese Sauce,Petit chocolat chaud
Nanaimo Crumbs,Petit Chocolat chaud (lait 2%)
Napkins,Petit Coca Fraises et Crème avec mousse froide
Natural Cheddar,Petit Coca-Cola
NB Softserve,Petit Coca-Cola Zero
NESTEA Iced Tea,Petit Coke
NHL Star Sticks,Petit Coke Diète
NHL Star Sticks - Add to order,Petit Fries
NHL Star Sticks Meal,Petit Frites
Nite Sprite,Petit Fruitopia fraises
No Accessories,Petit Fruitopia orange
No Aioli Sauce,Petit glacée moka
No bag,Petit glacée moka (lait d'amande)
No Bag,Petit jus d'orange
No Cold Lid,Petit jus de pomme
No Ice,Petit lait ultra-frappé à la fraise
No Jam,Petit lait ultra-frappé à la vanille
No Ketchup Packets,Petit lait ultra-frappé au chocolat
No Meat,Petit latte (lait 2%)
No Salad Dressing,Petit latte (lait d'amande)
No Sauce,Petit latte à la caramel (lait 2%)
No Straw,Petit latte à la crème brûlée (lait 2%)
No Tartar Dip,Petit latte à la vanille française (lait 2%)
No Toy,Petit Latte à la vanille française (lait 2%)
No Utensils,Petit Latte à la vanille française (lait d'amande)
No Whipped Cream,Petit latte à thé chai cardamome (lait 2%)
Not This Time,Petit latte à thé chai cardamome (lait écrémé)
Nugget Sauce,Petit latte à thé London fog (lait 2%)
Oat Beverage,Petit latte au caramel (lait 2%)
Oat Iced Coffee,Petit latte au thé matcha (lait 2%)
On The Side,Petit latte avec sirop sans sucre (lait 2%)
Onion Crisps,Petit latte avec sirop sans sucre (lait aux amandes)
Onions,Petit latte avec sirop sans sucre (lait d'amande)
OR - Food,Petit latte caramel (lait d'amande)
OR - Fundraising,Petit latte citrouille (lait 2%)
OR - Grease,Petit latte glacé (lait 2%)
OR - McHappy Day,Petit Latte glacé (lait amande)
OR - Miscellaneous,Petit latte glacé au matcha (lait 2%)
OR - Orange,Petit latte glacé matcha (lait amande)
OR - Paper,Petit menthe poivrée
OR - Pay for Play,Petit Moka (lait 2%)
OR - Remit Credit Sales,Petit Moka glacé
OR - US Exchange,Petit pain
OR - Vending (ONT),Petit pain aux graines de sésa
OR - Vending (QC),Petit pain aux graines de sésame blanches et noires
OR - Vending MDSE,Petit pain aux graines de sésame et de pavot
Orange Dreamsicle Sprite With Cold Foam,Petit pain aux graines de sésame scarifié
Orange Juice,Petit pain aux pommes de terre
Orange Pekoe Tea,Petit pain campagnard
Orange Vitamin Water,Petit pain graines de sésame
Order Complete,Petit Racinette Barq's
Oreo Cheesecake McFlurry,Petit smoothie fraises-banane
Oreo McFlurry,Petit smoothie grenade-bleuets
Oreo Pieces,Petit smoothie mangue-ananas
Original Hummus,Petit Splash fraîcheur au citron
Ornaments Holiday Mug,Petit Splash fraîcheur au melon d’eau et à la lime
Ornaments Mug,Petit Sprite
Other Cold Drinks,Petit Sprite à la framboise bleue avec mousse froide
Other Condiments,Petit Sprite Crème à l'orange avec mousse froide
Other Drinks,Petit Sprite nocturne
Other Hot Drinks,Petit thé à la menthe poivrée
Other Receipts,Petit thé à la menthe poivrée aînés
Overnight Menu,Petit thé bergamia gris
Own Cup,Petit thé chai éclat
Own Cup Bergamia Grey Tea,Petit thé Earl Grey
Own Cup Decaf Coffee,Petit thé earl grey aînés
Own Cup Earl Grey Tea,Petit Thé glacé Fuze
Own Cup Green Tea,Petit thé menthe poivrée aînés
Own Cup New Orange Pekoe Tea,Petit thé orange pekoe
Own Cup Orange Pekoe Tea,Petit thé Orange Pekoe
Own Cup Peppermint Tea,Petit thé orange pekoe aînés
Own Cup Premium Roast Brewed Coffee,Petit thé rugissement noir
Own Cup Senior Earl Grey Tea,Petit thé vert
Own Cup Senior Green Tea,Petit thé vert à la citronnelle
Own Cup Senior Orange Pekoe Tea,Petit thé vert aînés
Own Cup Senior Peppermint Tea,Petites salades
Pad Thai Salad,Petites salades/Wraps
Pairing with Soup,Pichet de lait d'amande
Parmesan Cheese,Placeholder 1
Party Charge,Placeholder 2
Peach Mango Syrup,Placeholder 3
Peanut Butter,Placeholder 4
Peanut butter with knife,Placeholder 5
Pepper Packet,Placeholder 6
Peppermint Tea,Placeholder 7
Pick Your Own 2 McPops,Placeholder 8
Pick Your Own 6 Baked Muffins,Placeholder 9
Pick Your Own 6 McPops,Placeholder Sub 1
Pick Your Own 6 Muffins,Placeholder Sub 2
Pickles,Placeholder Sub 3
Pie,Plateu boisson
Pine Branch Mug,Poisson
Pitcher Almond Milk,Poitrine de poulet croustillan
Placeholder 1,Poitrine de poulet croustillant
Placeholder 2,Poitrine de poulet grillé
Placeholder 3,Poitrine poul/croust.
Placeholder 4,Poitrine poulet croust
Placeholder 5,Poitrine poulet grillé
Placeholder 6,Poivre
Placeholder 7,Poivrons rouges
Placeholder 8,Pomme
Placeholder 9,Pommes
Placeholder Sub 1,Port poul gr
Placeholder sub 2,Porte-clés
Placeholder Sub 2,Portez pour un Trio
Placeholder sub 3,Portion de poulet
Placeholder Sub 3,Poul Cantons jardin ***
Plain,Poulet
Plain Bacon 'N Egg Bagel,Poulet Big Mac
Plain Bacon 'N Egg Bagel Extra Value Meal,Poulet et Filet de poisson
Plain Bacon & Guacamole Bagel,Poulet et poisson
Plain Bacon & Guacamole Bagel Meal,Poulet grillé
Plain Bagel,Poulet grillé avec sauce origi
Plain Bagel Happy Meal,Poulet grillé avec sauce originale Frank's RedHot
Plain Bagel Reg CC Prod,Poulet grillé bacon/sauce orig
Plain Bagel w/ Reg CC Product,Poulet grillé bacon/sauce originale Frank's RedHot
Plain Bagel w/ Reg Cream Cheese McValue Meal,Poulet jr
Plain Bagel w/ Regular Cream Cheese Product,Poulet McCrêpes
Plain Bagel with Regular Cream Cheese product,Poulet McMuffin
Plain Bagel with Regular Cream Cheese Product,Poulet McMuffin sauce à l’ail
Plain Bagl w/ Spreads,Poulet McMuffin sauce à l’ail style Frank’s
Plain Bagl w/ Spreads ***,Poulet Salade
Plain Bgl w/ Sprd VM ***,Pourboire du livreur
Plain BLT Bagel,Poutine
Plain BLT Bagel Extra Value Meal,Poutine au Buffalo épicé crous
Plain Egg BLT Bagel,Poutine au Buffalo grillé
Plain Egg BLT Bagel Extra Value Meal,Poutine au poulet Buffalo épicé croust
Plain Sausage 'N Egg Bagel,"Poutine au poulet Buffalo épicé croust, format classique"
Plain Sausage 'N Egg Bagel Extra Value Meal,"Poutine au poulet Buffalo épicé croust, grand format"
Plastic Tumbler McCafe,Poutine au poulet Buffalo épicé grillé
Playplace Socks,"Poutine au poulet Buffalo épicé grillé, format classique"
Pln Bgl w/Sprd VM ***,"Poutine au poulet Buffalo épicé grillé, grand format"
Potato Bun,Poutine au poulet Buffalo grillé
Poutine,Poutine déjeuner
Poutine and Medium Fountain Dr,"Poutine déjeuner, grand format"
Poutine and Medium Fountain Drink,"Poutine épicé croust, grand"
Poutine Upcharge,Poutine et boisson de fontaine
Premium Decaf Coffee Carafe,"Poutine et boisson de fontaine, format moyen"
Premium Roast Brewed Coffee,Poutine nacho avec poulet croustillant
Premium Roast Brewed Senior's Coffee,"Poutine nacho avec poulet croustillant, format classique"
Premium Roast Coffee,Poutine nacho avec poulet grillé
Premium Roast Coffee Carafe,"Poutine nacho avec poulet grillé, format classique"
Premium Roast Coffee Carafe (Serves 12),"Poutine, grand format"
Premium Roast Decaf Coffee,Quart BLT
Premium Roast Decaf Coffee Carafe (Serves 12),Quart de livre
Premium Roast Senior's Coffee,Quart de livre avec fromage
Premium Roast Senior's Decaf Coffee,Quart de livre BLT
Premium Sandwich,Quart de livre sans fromage
PST EVM Drink Credit,Quart fromage
PST HM Drink Credit,Quart hamburger (sans fromage)
Pumpkin Seeds Packet,Quart livre (sans fromage)
Pumpkin Spice Latte (2% Milk),Quarter livre avec fromage
Qtr Hamb & Side Deal,Racinette Barq's
Quarter Pounder,Raisins et canneberges
